8/8/k7/P4P2/7R/1r6/8/K7,-1
8/1B5K/8/8/1b5k/8/8/8,1
1n6/8/k4P2/r4P2/P3P3/P1p2n2/2B1K3/6r1,-1
4rRr1/8/6N1/2p5/k1P3pb/Pp1p4/1R1PB3/2K5,1
8/8/5P2/Pk1P4/8/2p5/8/3K4,1
3q1b1r/rppbpk1p/p4p2/2N2np1/1P5P/2p2P1R/P2PP1P1/1RBK1BN1,1
8/8/8/8/3B3p/3k3P/6K1/8,1
5k2/R7/8/8/2N5/8/r7/7K,-1
8/1k6/8/4B3/6r1/8/1K6/8,-1
8/b1k5/8/p7/P1p1P3/B1P5/6K1/3N4,1
6r1/2R5/1R6/k1p5/2PP4/P7/6B1/K7,1
8/8/p1k5/3np2p/2n1P2b/8/8/6K1,-1
8/1r2k2P/5n2/p5p1/P3N1P1/b7/5K2/7R,1
2r5/8/kb6/8/8/2p3K1/4bN2/b7,-1
8/8/6rB/p2k3P/P1p3p1/2P1P1R1/8/7K,1
5bn1/2p1n1pr/rp4P1/2k4p/p1P1B1bP/PP1p1PBR/N2P3N/R1K5,1
8/8/1b6/8/k7/2p5/1b6/3b2rK,-1
N7/8/3P4/2r3p1/6Pp/5k1P/2n5/7K,-1
8/6k1/8/8/8/3Kn3/4R3/8,1
8/k7/8/5R2/8/8/3K4/8,1
n1Bkr3/8/8/1RP3rP/p1p3P1/P7/6N1/6RK,1
8/b7/2k5/7r/8/2p5/1bb1K3/8,-1
8/3k4/p4R2/P1b1p2p/2PNP3/3n4/8/1n1K4,-1
8/8/2k5/6K1/p5n1/P7/8/8,1
8/8/8/4r3/8/6bK/4k2N/8,1
3n4/r7/8/p6p/P1pRk2P/2P1PRK1/1B6/8,1
1r6/4R3/8/1Rp5/k1P1B3/P2r2p1/3P4/K7,1
3k4/q7/8/4K3/P1pP4/8/5P2/3R4,1
5N2/8/8/4r3/5n1p/7P/8/2k3K1,-1
8/4b2K/8/8/4B3/3k4/8/8,1
8/1k6/6Q1/p7/P1p4K/2P5/8/8,1
6k1/8/1n6/2b1K3/8/8/8/8,-1
8/8/8/1K2R3/6k1/8/8/8,1
7R/8/3P1Pk1/8/2r4p/P7/8/4K3,1
7r/5p2/2Pk2B1/p5pP/P3p1P1/N4n2/1r1P1b2/3K1R2,1
r1bqkb1r/p1ppp2p/2n2p2/1p4p1/2P5/PQ1PB1PP/1P2PP2/RN2KBNR,1
8/3k4/8/b2K3p/5p2/8/8/4R3,1
8/1k6/8/8/5Br1/8/1K6/8,-1
2n5/3rk2P/8/p5p1/P3N1P1/b3K3/8/2R5,1
3r4/b3K3/k7/8/2p3bp/8/p7/5N2,-1
8/8/k7/5R2/8/8/3K4/8,1
7r/rB2p2p/3k3b/p1p2p2/PPP3Pp/4P3/4R1K1/2B3N1,1
1rb2k1r/p2p1ppN/2p2q1n/1p2p3/1nP1P3/4bPP1/PP1PB2P/RNB1K1QR,1
8/1k1K4/p5PN/P6R/8/6B1/8/1N6,-1
7b/3k4/8/8/n3pn2/8/p7/5K2,-1
8/8/7b/1k6/5b2/2p4b/8/K7,-1
8/3n3q/p3k1pb/P3p1P1/3PP2P/1pP2N2/4R3/2n1KR2,-1
2b1qbkr/2p5/2p4B/rp2pp2/2nP2p1/P1QB1NPP/1P1NPP2/3R1K1R,1
8/1P4k1/8/4K3/8/2n5/1B6/8,1
r1b4r/pp1pkppp/2p5/PQ1P1p2/6P1/1PRPP3/7P/1NBK1n1R,-1
2R5/8/5Pk1/3P4/2P2r1p/P7/8/4K3,1
7r/r2p4/p1nP3k/NB1P2pp/R3p3/B3P1PP/3K4/6qR,-1
8/3b4/4P2k/P7/2pN1Pr1/4p1PK/8/8,1
8/8/1k6/8/8/1K6/6r1/2B5,-1
3K4/k3N3/p5PN/P7/6RB/8/8/8,-1
4r2k/p2n1r2/1pppb3/1N1P1Bp1/1B1NP1p1/6Pp/1P3R2/RK6,1
8/5K2/7P/1k6/8/8/8/8,1
k7/8/7K/8/7p/6R1/8/6b1,1
4kB1r/5p2/2p5/prbP2p1/Pp2pR1P/N5P1/3P3n/RBK5,1
2k5/1q6/8/8/P1pP1K2/2R5/5P2/8,1
8/8/1K6/8/8/8/5k2/4R3,1
rnb5/ppN3kr/2pp4/3P2p1/4B1pp/N3P1P1/1P1B3R/R1K5,1
5k2/4R3/8/8/2N5/8/6r1/7K,-1
8/8/7n/3B4/p4k2/P1K5/8/8,1
r5nr/pkpq3p/5pB1/4pb2/N2PnPPP/P1P1P3/P7/R1BK2NR,-1
8/8/4k1K1/8/7p/7P/7B/6n1,1
5b2/4q3/1R1r1k2/p2p1N1p/2pPpPp1/P1P5/P6P/2BB1K1R,1
8/2k5/8/p7/P1p1PB2/2P1b2K/7N/8,1
2b1k2r/7R/p1Pp1p2/P4P2/R2r2P1/3PP3/3K4/1NB5,-1
1k1r4/4pbb1/2p2Qp1/pp1p1PP1/3P3p/n1r4P/1B2N1K1/2R1R2B,-1
7k/3R4/8/8/8/2p2r2/7K/1N2q3,-1
4k3/8/6K1/4B3/7p/7P/8/6n1,1
rnbq1rk1/ppppn2p/4pp1b/6p1/PPPP4/7P/4PPPR/RNBQKBN1,-1
7b/3k4/1n6/8/4p2b/8/6K1/8,-1
5r2/8/1N6/8/8/7P/3k4/7K,-1
8/5k1n/PK6/8/8/8/8/8,1
8/1k6/8/p7/P1p1Q2K/2P5/8/8,1
2Q1q3/7p/3r4/3k1q1P/7K/p7/8/2Rb4,-1
rnb1k1nr/pp1p2p1/q1p1p2p/8/3P2p1/P1P1PNb1/1PKQ3P/RNB2B1R,1
8/3k4/1P3B2/K2n4/8/8/8/8,1
rnbqkb1r/p1pppppp/1p6/5nB1/8/P2P4/1PP1PPPP/RN1QKBNR,1
k7/b5K1/8/R7/8/7p/8/8,1
3k4/1P6/8/8/5K2/n7/8/B7,1
7k/8/1p2p2b/1q1P1p2/4rRnp/2P4P/2K5/8,1
3nkr2/7r/2b2p2/N2PbPp1/BpPp2Pp/B6P/5RR1/1n3K1Q,-1
6R1/3kN3/7b/p2P1p2/P1K5/2P3pR/7n/3B4,1
1N6/8/1b6/6K1/8/1B1k4/8/4r3,1
8/8/2k3N1/p7/P1p1PBp1/2P5/4r3/6KR,1
8/3b4/4P2k/P5r1/2p2P2/4pNP1/7K/8,1
8/2pk4/Ppn4p/1p2Pq2/2P5/1R1p1r1N/3K4/b4rNR,1
8/r5k1/p5r1/2pP2p1/2B1p1Pp/1R2P2P/K1N5/4B3,-1
1r4r1/4R3/8/1Rp5/k1P5/P2B2p1/3P4/K7,1
8/8/6k1/8/2K5/P4R2/8/7n,1
r2kB3/p5p1/2n1p3/1PN1p3/3P4/P2N1PP1/R4KPp/4B2R,-1
3r4/8/3bPp2/1n1PR1p1/6Pp/5k1P/n1N5/7K,-1
rnbqkbnr/p1p1pppp/3p4/1p6/8/P1P5/1P1PPPPP/RNBQKBNR,-1
1n6/8/k4P2/r3nP2/P3P3/P1p5/2BNK3/6r1,-1
8/5k2/8/7K/6b1/2pq4/8/8,1
8/8/2Q2K2/6P1/6P1/k7/8/8,-1
rnbqkbnr/1ppppppp/p7/8/4P3/2N5/PPPP1PPP/R1BQKBNR,-1
r4n1k/5r2/1pppP3/pN3Bp1/1B2P1p1/6Pp/KPN2R2/R7,1
3b2r1/8/6N1/2p5/1pP1rRp1/Pk1p4/R2PB3/2K5,1
5kN1/8/p5P1/P2p1p2/K7/N7/RB6/8,-1
r2q2kr/p2b1n1p/nNp2p2/1pb1p1p1/1PBP2P1/4P2P/P1PNKP2/1RBQ3R,-1
8/3N4/8/8/6rp/7P/8/2k1K3,-1
8/1k6/1b6/8/4b3/2p3r1/1b5K/8,-1
r2qk1nr/Qpp2ppp/2npb3/4p3/2P4P/bP4PN/P2PPP1R/R1B1KB2,1
5k2/R7/8/8/2N5/8/r7/6K1,-1
rnbqkbnr/1p1ppppp/2p5/p7/8/8/PPPPPPPP/RNBQKBNR,1
4K3/8/1k5b/8/8/8/8/1bn5,-1
r1bq3r/p1pppkbp/2n2p2/1p4p1/2P1B3/PQ1PB1PP/1P2PP2/RN2K1NR,1
1r6/k7/1Rn2P2/r2BnP2/P7/2p1P3/P2NK3/6R1,-1
r7/8/3pkpq1/2Ppp2R/2B5/P1r1P2R/5P2/4K3,1
5N2/8/8/8/5r1p/7P/2k5/5K2,-1
rnr5/1b1p2k1/p2Pp3/Bp2Nppp/p2P4/3KP1bP/1N3PPR/4RB2,-1
8/8/8/8/6rb/6N1/4k1K1/8,1
rnQ1q1r1/2n2kbp/p5p1/3p1P2/2pPpPP1/2P5/PP3K1P/R1BB2NR,1
8/k7/P7/5P2/1r6/8/8/K7,-1
5k1r/5p2/2p5/prbP2pP/P3pR2/Np4P1/3P3n/RBK5,1
8/2b5/p1n5/4p3/1k2P2p/8/1n4K1/8,-1
8/4b2K/8/8/4B3/8/4k3/8,1
8/8/8/P1K5/8/8/5k2/8,1
BQk1b3/8/8/8/6P1/2p1p3/6K1/8,1
8/2qr3p/1r3k1b/p2p1N2/B1pPpPp1/P1P5/P4K1P/1RB4R,1
8/8/K1R5/P5N1/8/8/8/b2k4,1
3n1r2/1N2bk1r/2b2p1p/3P1Pp1/pp1p2P1/pB5P/1BP3R1/1n2KR1Q,-1
3n4/k3r3/5p2/2r1nPP1/PR6/2pBP3/P2NK3/6R1,-1
2b1k2r/R7/p1Pp1p2/PrR2P2/1P4P1/3PP3/3K4/1NB5,-1
7k/4R3/8/4prP1/2p5/8/2N2K2/q7,-1
6K1/8/8/5R2/8/8/2k5/8,1
7N/8/2k5/p7/P1p2Bp1/2P1Pr2/8/6KR,1
rnb1kbr1/p1qpnp1p/2p3p1/1p2p1N1/Q7/N1P1P1P1/PP1P1P1P/R1B1KB1R,1
6K1/8/8/4R3/8/8/2k5/8,1
k7/8/1b6/8/1N6/1rp3K1/8/b6b,-1
5r1k/8/2p2pP1/2P1pP2/p1N1P1P1/np1P1K2/R5R1/2B3qN,-1
8/8/8/P4K2/2k5/8/8/8,1
8/8/8/N2r4/4K3/8/8/k7,-1
kB6/8/6N1/p7/PRp1P1p1/2P3r1/8/6K1,1
3k4/4r3/1n2B3/2P1P1bP/p1p3P1/P3B3/1r4NK/3R2R1,1
k7/8/8/1R6/8/8/8/3K4,1
rn1qkbnr/ppp1p2p/5pp1/3p4/3P2bP/2N1P3/PPP2PP1/R1BQKBNR,-1
7k/3R4/5P2/8/2pP2rp/P1P1p3/2KB4/8,1
B1Q5/5k2/8/1b6/2p3P1/4p3/8/7K,1
1r3r2/2p2q1p/3PkpP1/3pp3/nP6/4P2R/P3BP2/3K4,1
8/2P1n3/2r3Bk/6RP/p1p4N/P5r1/5K2/8,1
7K/P7/8/5k2/2p5/2P5/8/6Q1,1
8/7K/8/b4k2/4B3/8/8/8,1
8/8/5r2/6p1/3n2Pp/2N2k1P/7K/8,-1
6r1/3b4/4P3/P6k/2pp1P2/1R4PK/4N3/8,1
1k1n4/5n2/B1r2p2/2P2PPR/P7/1rp1PN2/P4K2/6R1,-1
8/6k1/1p2p3/3P1p2/2P2R1p/2K1b2P/8/1q6,1
r2k1bn1/2q1p2r/2n3pp/1pp1PN2/pPP2P1P/8/P1bB1KP1/3R1BNR,1
8/8/8/N7/4K3/8/3r4/k7,-1
rn1r4/1b1p1k2/p2Pp3/1p3ppp/p2P4/N1B1PNbP/3K1PPR/4RB2,-1
1Kn4k/1B6/8/1NB3R1/1P3QP1/8/8/3n4,1
8/4p2p/8/p2k4/P5P1/2R4p/4K2b/B4r2,1
1rb3nr/8/nppPk1pp/p3p3/P7/1RbNP3/1P1BK2P/1N3B1R,1
3K2N1/Nk4P1/p7/P7/8/4B3/8/5R2,-1
1k5r/8/1B2pPp1/1p1p4/p1p4p/b4K1b/2R4N/5B2,-1
3n1r2/8/2Nb1p2/3P1Pp1/1pn2kPp/2n4P/3R4/5K2,-1
8/3kB3/1P6/K2n4/8/8/8/8,1
8/8/k1P5/P4P2/K7/2p1R3/8/2r5,-1
1r3r2/2p2q1p/3pkpP1/1BPpp3/nP5R/4P3/P3bP2/3K4,1
8/8/1k5b/8/1K2bb2/2p5/8/8,-1
8/6k1/1p2p3/3P1p2/1KP2R1p/3qb2P/8/8,1
6kr/2p5/r1p1b3/1p2P1N1/1b1R4/P3P1PN/5PR1/5K2,1
6K1/8/8/7R/1k6/8/8/8,1
rnbqkbnr/p1ppppp1/1p6/7p/3P4/4B3/PPP1PPPP/RN1QKBNR,1
8/8/7k/4K3/8/8/p7/8,-1
r6k/2p5/4P2r/2p5/1p1R4/P3PNPN/b4PR1/6K1,1
3k4/4R3/p7/P3p2p/2P1P3/3n4/3N4/1n3Kb1,-1
8/8/6K1/8/P2k4/8/8/8,1
8/3K4/8/6k1/8/P5n1/8/8,1
8/1k6/8/6r1/8/6B1/1K6/8,-1
2b1q1kr/2p3b1/2p4B/rp2pp2/2nP2p1/PQ1B1NPP/1P1NPP2/R4K1R,1
2K5/8/8/8/k7/8/2n3b1/8,-1
3r3B/2pk4/ppn4p/PP1p2q1/4Pr2/R1bp4/2PN2BR/4K1N1,1
6k1/8/8/8/2n5/8/1b6/1K6,-1
1Q1qkbnr/1r2p1p1/2p2p2/1pPP3p/p4P2/P2NP2P/R2P2P1/1NB1KB1R,-1
r1R5/4k3/6n1/p5pP/P2Pp1P1/8/4KN2/1r2bR2,1
1n2k3/3rq2p/p6b/1P2pQ2/Pp1nP3/2PP4/1R4PP/1N2K1R1,-1
6kb/8/8/2n5/8/4K3/8/8,-1
1k6/8/8/3K4/8/4b3/8/R7,1
r2qk1nr/Qpp2p1p/3p2p1/2P1p3/1n5P/bP2P2b/P2P1PR1/1RB1KB2,1
8/8/4R3/1K3k2/8/8/8/8,1
3B4/8/2k5/2r5/8/8/1K6/8,-1
8/K7/4kn2/8/8/8/2R5/8,1
2k5/8/8/1q6/P1pP4/2R1K3/5P2/8,1
4n3/8/3P3k/KN1p1rp1/N3B3/6Pb/1P3Q2/6BR,1
6kQ/8/6P1/8/8/8/8/4K3,-1
r3kbnr/pp2pp2/nq1p2pp/1Np5/1P6/4Pb1P/P1PP1PP1/1RBQKBNR,1
r1bq1b1r/p1p3kp/nN3p1n/1p2p1p1/1P1P2P1/4P3/P1PN1P1P/1RBQKB1R,-1
rnbqkbnr/pppp1pp1/7p/4p3/3P4/1P6/P1P1PPPP/RNBQKBNR,1
8/4pk2/5P1p/B7/P7/8/3b4/1K5R,1
r5kr/p2b1n1p/nq1b1p2/1p1Pp1p1/1pB1N1P1/3KP2P/P1P2P2/1RBQ3R,-1
2n2k2/r7/2pP1p1r/1pP1pPpp/p3P3/P2N1K1P/R2P2P1/1NB2B1R,-1
r1b2q1r/2pppkb1/2P2p1p/1p6/2nPB1p1/PQ2B1PP/1P2PP2/RN2K1NR,1
8/8/K7/4R3/Pb1kN3/7R/8/8,1
rn1qkbn1/2p1BN1r/1p3p2/p2pp1pp/2bP4/1P4P1/P1P1PPBP/RN1QK2R,1
rn5k/p1r5/1pppb3/3P1Bp1/1B1N2p1/N3P1Pp/1P5R/R1K5,1
1n6/8/k4P2/r4P2/P3P3/P1pB1n2/4K3/6r1,-1
7k/1R6/8/3r2P1/2p1p2K/1q6/2N5/8,-1
8/8/8/8/k1K4p/4B2P/8/8,1
7k/8/8/8/8/6r1/3N1K2/8,-1
8/K7/8/3k4/8/7R/8/8,1
1k1n4/1r3n2/B1r2p2/2P2PP1/P6R/2p1P3/P2NK3/6R1,-1
rnbqkb1r/ppppn3/3B3p/Q4pp1/3p4/1P6/P1P1PPPP/RN2KBNR,1
4k1r1/8/p1Pp1p2/P4r1R/2b3P1/2KPP3/R7/1NB5,-1
k7/b7/7K/R4q2/8/8/8/8,1
8/2r5/7k/3q4/8/p6K/8/8,-1
1k6/8/p2K2PN/P4R2/5B2/8/8/1N6,-1
3B2k1/8/8/7K/7p/2p1R2P/8/8,1
8/1k6/8/8/p5nK/P7/8/8,1
2b1k2r/r1p3qp/p3p1pQ/1pP1P3/P1P5/1P2NP2/3n3P/1RB2BKR,-1
2kr1b2/4pb2/p1pq1pp1/1p1p1P2/1n4Pp/2rPQ2P/1BP1N1K1/1R2R2B,-1
8/8/4k3/7K/7p/7P/7B/6n1,1
5b1k/8/1p2p2n/2qP1p2/5r1p/5R1P/2PK4/8,1
8/8/1K6/6n1/8/4k3/7R/8,1
6RR/8/8/pK6/PP1kN3/8/8/b7,1
8/2b5/p1k5/n3p2p/4P3/8/1n6/6K1,-1
8/8/5k1K/8/7p/7P/8/2n3B1,1
3k4/1K6/8/8/P7/8/8/3n4,1
6r1/5p2/2Pk4/p5pP/Pr2p1P1/NB3n2/3P1b2/R1K5,1
5R2/8/8/8/2K3k1/8/8/8,1
8/3P4/8/5K1k/7p/2p1R2P/8/8,1
8/7r/8/1k2B3/8/2K5/8/8,-1
8/8/3Q2P1/8/3K2P1/8/8/7k,-1
r2qk2r/2p1n2p/2pp1pp1/2P1p3/7P/1P2P2b/P2PBPR1/1Rb1K3,1
6qR/5P2/6k1/r1p1p1P1/1B6/8/2N5/6K1,-1
8/4R3/6P1/8/p4NK1/2k3b1/8/8,1
6nr/3r1k2/1p3p2/p2p1Pp1/P1P3p1/2b5/2PNB2P/1RN1K2R,1
8/8/2b5/1k6/8/1Kp5/3b3b/8,-1
8/4b3/7K/8/8/4k3/8/7B,1
8/2pk4/1pn3qp/Pp1NP2R/4r3/2Rp4/1bP5/3K1rNB,1
rn1r4/1b1p1k2/p2Pp3/1p2Nppp/p2P4/2B1P1bP/1N1K1PPR/4RB2,-1
8/8/1n1k4/8/4p2b/b6n/8/7K,-1
8/8/8/K1R5/PP1kN2R/8/1b6/8,1
4n3/8/3P3k/KN4p1/NP1pB1P1/7b/5r2/6BR,1
3r4/8/1k3Np1/p2p4/P2p4/5PP1/3B2P1/6KR,-1
3b4/8/2k2N2/p7/P1pBP3/2P4K/8/8,1
k7/8/1b5K/8/8/8/3R4/1q6,1
2kn4/r1r2n1p/p4p2/2P2Pq1/7P/P1pBPN2/P3K2R/6R1,-1
3bn3/8/3k4/p3p3/4P3/8/8/3n2K1,-1
rnbqkbnr/2p1pppp/p2p4/1p6/3P4/P1P2N2/1P2PPPP/RNBQKB1R,-1
2bk1r2/r1p3qp/p5p1/2PpP3/pPP1Q3/5P1P/4B2K/1RB4R,-1
3n1r2/8/2Nb1p2/3P1Pp1/1pP2kPp/n6P/2R5/3nK3,-1
8/3k4/5b2/P1K2p1p/8/8/8/2R5,1
2n5/4r1k1/2pP1p1r/1pP1pPpp/p3P1PP/P2N1K2/R2P4/1NB2B1R,-1
7b/k3r3/6p1/4Nb2/p1pK2bp/2R5/8/8,-1
5r2/2pk4/1pn3qp/Pp1pP2R/4r3/2RpN3/1bP5/3K2NB,1
3k4/8/8/3B1N2/4K3/8/8/8,1
1r6/4K3/7k/8/8/8/8/8,-1
1rk1BN2/6p1/pPn1p3/8/1B1p4/P2N1PP1/5KPp/R6R,-1
8/k7/8/2R5/1b3K2/8/8/8,1
1r6/k7/1Rn2P2/2rBnP2/P7/2p1P3/P2NK3/6R1,-1
2r5/5k2/p1Pp1p2/P5r1/2KP2P1/R3P3/8/1NB5,-1
2N5/8/7b/p5PK/P4R2/8/8/4k3,1
1R4B1/3rR3/8/2p5/k1P5/P3r1p1/3P4/K7,1
R7/3kN3/3b1p2/p2P4/P7/1B1K2pR/2P4n/8,1
7b/k3r3/6p1/3KN2B/p1p4p/3R3b/8/3b4,-1
8/6P1/8/4k3/8/8/8/6K1,-1
7r/r2p4/p1nP3k/NB1P2pp/RB2p3/4P1PP/3K2p1/6R1,-1
2K5/8/8/8/3k4/8/8/R7,1
8/5k2/7K/8/6b1/2pq4/8/8,1
8/1q6/4k3/6K1/6b1/2p5/8/8,1
k7/3K4/p5PN/P4R2/8/6B1/8/1N6,-1
7k/8/r1p2pP1/2P1pP2/p3P1P1/np1P4/R2RK2q/2BN3N,-1
5R2/8/6P1/3N4/p1k5/5K2/8/2b5,1
rq1k2nr/8/2n1p1pb/1pP1P3/p1P1bP1P/P5KN/4B1P1/R1B4R,1
7k/3R4/5P2/6r1/2pP3p/P1P1p3/2K5/4B3,1
r1k5/p3b1pr/2n1p1q1/1p2pn1p/1P1P1p2/P2BBP1N/RNP2KPP/7R,-1
8/6k1/4Q3/P7/2p5/2P5/8/6K1,1
8/8/2k5/6r1/8/6B1/1K6/8,-1
8/P5K1/8/8/2p5/2P2k2/1Q6/8,1
r1bq3r/p1pppkbp/2n2p2/1p4p1/2P5/PQ1PB1PP/1P2PPB1/RN2K1NR,1
1r6/2R5/8/k1p5/2P5/P7/3P2B1/KR6,1
4k1r1/8/p1Pp1p2/P2b1r1R/6P1/2KPP3/8/RNB5,-1
8/8/8/8/2k4p/7P/6K1/B7,1
3K4/8/8/8/k3b3/4n3/8/8,-1
7k/8/p1N3Pr/P2p1p2/K2P4/N7/8/R1B5,-1
8/2B3k1/1K6/n7/1P6/8/4R1n1/3B4,1
7R/k7/8/2p5/2Pr4/8/2K5/8,1
6k1/2pR4/r1p4r/1p2P1N1/1b4b1/Pq2P1PN/5PR1/5K2,1
3nkr2/2b4r/2b2p2/N2P1Pp1/ppPp2Pp/BB5P/5RR1/1n3K1Q,-1
2knr3/r1N2nqp/p4p2/2P2P2/7P/P1p1PN1R/P1B1K3/1R6,-1
8/3K4/8/8/7P/8/8/1k6,1
1r6/8/8/p2k3P/P1p3p1/2P1P2R/8/B5K1,1
rk4nr/p1pq3p/3n1pB1/4pb2/N2P1P1P/P1P1P1P1/P7/R1B2KNR,-1
2Q4q/7p/3r4/3k1q1P/7K/p7/8/2Rb4,-1
k7/8/8/pr5N/P5P1/3p2P1/5RPK/8,-1
4br2/4bk1r/2nn1p1p/ppNP1Pp1/2Bp2P1/p2K3P/1BP3RQ/7R,-1
3rN3/8/2k3p1/p2p4/P7/3p1PP1/5KP1/2B4R,-1
r1b2k1r/p2p1ppp/2p2q1n/1pb1p1N1/1nP1P3/3B1PP1/PP1P3P/RNB1K1QR,1
8/8/p1k5/n3p2p/4P3/4b1K1/8/3n4,-1
R7/8/8/2p5/2P5/2k5/6r1/2K4R,1
r1b1k2r/pp1pnppp/2p1p3/PQ3P2/2P5/1PR1P1n1/3P2PP/1NB1KB1R,-1
3k3r/8/rqn1pnpb/2P1P3/p1p1bPBP/P6N/3B1KP1/R3R3,1
5R2/4R3/k7/2p5/2P5/P7/6r1/K7,1
q4b1r/rp2pk1p/p3bp2/2p5/1P2N2p/1RP1nPPR/P3P3/2B1KBN1,1
5n2/8/p2k2pb/P3p3/3PP2P/2P2N2/1p2R3/2R1K3,-1
r1R5/4kB2/1r6/p3n1pP/P2Pp1P1/8/4KN2/4bR2,1
3q1bnr/4p1pk/1p3n2/r4p1p/P2PbP2/5N2/2PP1KPP/R1B1QB1R,1
8/2K5/8/k7/8/8/4n3/7b,-1
8/2k5/8/p7/P1p5/2P5/2Q5/7K,1
rn6/r2p4/p1bP3k/3Pp1pp/2p2p2/4P1PP/1N1BK1PR/3R1B2,-1
8/8/3k4/K7/8/8/7R/8,1
2b2r2/r1pk2qp/6p1/p1PpP1B1/pPP5/3BQP1P/7K/1R5R,-1
rk1q2nr/ppp4p/5pp1/3Qp2b/Nn1P3P/b3P1P1/PPP2P2/R1B1KBNR,-1
rnb1k1nr/pp1p2p1/1qp1p2p/5p2/3P2Pb/P1P1P3/1P1Q1PBP/RNBKN2R,1
BK5k/2N5/8/2B2R2/1Pn3P1/8/5n2/8,1
8/r7/8/2k5/7B/2K5/8/8,-1
5bkr/2p5/b1p5/rp2pq2/Q2P2p1/P3P1PP/1P1N1P2/3R1KNR,1
3k4/8/8/p7/P1pbP3/2P4K/5N2/2B5,1
7k/8/8/1n6/8/8/1b6/4K3,-1
5n2/8/6kB/2R5/4K3/8/8/8,1
2N5/3P1r2/7k/KN1n2p1/1P1pB1P1/7b/8/6BR,1
3k4/8/2B4N/8/8/8/4K3/8,1
1k6/1P6/8/n1K5/8/8/1B6/8,1
5k2/4b3/1pR2p1n/p2P1Ppr/P5p1/1N3r2/2P3BP/3K3R,1
3k4/1P6/2K5/4n3/8/8/5B2/8,1
4Q3/4r2n/2p1Br1k/1p1pP1p1/N2B4/NK4P1/1P4b1/R7,1
